Rk,Player,Age,Pos,Date,Tm,,Opp,,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Line,O/U,DK,FD
4092,Andre Drummond,21-142,C,12/30/2014,DET,@,ORL,W,1,31,6,11,0.545,6,11,0.545,0,0,,5,16,0.31,9,13,22,2,2,3,0,1,17,22.6,-1.5,197.5,59.00,56.40
112,James Harden,25-080,G,11/14/2014,HOU,,PHI,W,1,41,10,24,0.417,9,19,0.474,1,5,0.20,14,16,0.88,0,6,6,7,3,1,5,5,35,24.8,-16.5,206,59.00,55.70
195,James Harden,25-187,G,3/1/2015,HOU,,CLE,W,1,42,8,18,0.444,6,12,0.500,2,6,0.33,15,18,0.83,2,6,8,5,3,2,5,3,33,27.3,1,206.5,59.00,55.10
1558,Nerlens Noel,20-344,F-C,3/20/2015,PHI,,NYK,W,1,32,9,14,0.643,9,14,0.643,0,0,,5,7,0.71,7,7,14,1,5,3,1,2,23,29,-5.5,188.5,59.00,56.30
592,John Wall,24-147,G,1/31/2015,WAS,,TOR,L,1,45,8,16,0.500,7,13,0.538,1,3,0.33,11,15,0.73,1,7,8,12,1,0,2,5,28,26.6,-5,203.5,59.00,55.60
3772,Hassan Whiteside,25-264,C,3/4/2015,MIA,,LAL,W,1,33,6,10,0.600,6,10,0.600,0,0,,6,13,0.46,6,19,25,0,0,5,4,4,18,18.4,-9,201.5,58.75,54.00
6521,Hassan Whiteside,25-226,C,1/25/2015,MIA,@,CHI,W,0,25,6,10,0.600,6,10,0.600,0,0,,2,4,0.50,6,7,13,0,0,12,0,4,14,21.7,7.5,184,58.75,53.60
328,Anthony Davis,22-035,F-C,4/15/2015,NOP,,SAS,W,1,43,12,26,0.462,12,26,0.462,0,0,,7,9,0.78,2,11,13,2,2,3,6,1,31,20.6,5.5,193,58.75,53.60
356,Jrue Holiday,24-185,G,12/14/2014,NOP,,GSW,L,1,45,12,24,0.500,10,19,0.526,2,5,0.40,4,5,0.80,2,1,3,9,5,1,3,4,30,26.7,6.5,205.5,58.75,56.10
439,Anthony Davis,21-291,F-C,12/27/2014,NOP,@,CHI,L,1,41,13,24,0.542,13,24,0.542,0,0,,3,3,1.00,3,8,11,2,0,6,1,2,29,25.7,10,201,58.75,56.20
156,Russell Westbrook,26-099,G,2/19/2015,OKC,,DAL,W,1,36,9,17,0.529,7,13,0.538,2,4,0.50,14,14,1.00,2,3,5,10,2,0,6,3,34,29.8,-5,213.5,58.75,53.00
4541,Tim Duncan,38-194,F-C,11/5/2014,SAS,,ATL,W,1,35,5,12,0.417,5,12,0.417,0,0,,7,12,0.58,5,8,13,4,3,6,0,2,17,23.7,-8,201.5,58.75,56.60
744,Pau Gasol,34-260,F-C,3/23/2015,CHI,,CHO,W,1,33,11,19,0.579,10,18,0.556,1,1,1.00,4,6,0.67,2,10,12,3,1,4,0,2,27,26.8,-7,191.5,58.50,55.90
33,LeBron James,29-319,F-G,11/14/2014,CLE,@,BOS,W,1,41,16,27,0.593,13,19,0.684,3,8,0.38,6,9,0.67,0,4,4,7,0,1,3,4,41,29.5,-6,208.5,58.50,55.30
418,LeBron James,29-329,F-G,11/24/2014,CLE,,ORL,W,1,31,9,17,0.529,7,13,0.538,2,4,0.50,9,11,0.82,1,3,4,11,3,0,1,0,29,31.2,-11,200,58.50,55.30
168,Stephen Curry,27-028,G,4/11/2015,GSW,,MIN,W,1,35,11,21,0.524,6,10,0.600,5,11,0.46,7,8,0.88,0,4,4,7,4,0,3,1,34,30,-20,214.5,58.50,54.30
245,Dwight Howard,28-333,C-F,11/6/2014,HOU,,SAS,W,1,33,12,18,0.667,12,17,0.706,0,1,0.00,8,13,0.62,2,14,16,0,1,2,2,3,32,27,-6.5,196.5,58.50,55.20
165,Rodney Stuckey,28-323,G,3/10/2015,IND,,ORL,W,0,31,13,19,0.684,7,10,0.700,6,9,0.67,2,2,1.00,1,5,6,7,1,1,1,2,34,32.9,-8.5,187.5,58.50,54.70
376,Chris Paul,29-293,G,2/23/2015,LAC,,MEM,L,1,39,13,22,0.591,11,19,0.579,2,3,0.67,2,2,1.00,0,4,4,10,2,2,4,0,30,27.4,-3.5,203,58.50,53.80
1181,Chris Paul,29-242,G,1/3/2015,LAC,,PHI,W,1,30,7,11,0.636,4,6,0.667,3,5,0.60,7,7,1.00,2,6,8,12,2,0,1,4,24,30.1,-19.5,204.5,58.50,54.60
1215,Hassan Whiteside,25-236,C,2/4/2015,MIA,@,MIN,L,1,36,12,13,0.923,12,13,0.923,0,0,,0,0,,9,11,20,0,3,2,4,3,24,28.5,2,188.5,58.50,54.00
3412,Michael Carter-Williams,23-050,G,11/29/2014,PHI,,DAL,L,1,35,4,13,0.308,4,10,0.400,0,3,0.00,10,12,0.83,2,8,10,16,1,0,5,4,18,19.1,12.5,203,58.50,51.00
3193,Rudy Gobert,22-259,F-C,3/12/2015,UTA,,HOU,W,1,36,8,11,0.727,8,11,0.727,0,0,,3,3,1.00,12,10,22,2,0,4,1,2,19,28.3,2,190.5,58.50,55.40
4017,John Wall,24-092,G,12/7/2014,WAS,@,BOS,L,1,42,5,13,0.385,5,11,0.455,0,2,0.00,7,8,0.88,0,8,8,14,3,3,6,3,17,19.6,-3.5,204,58.50,53.60
2055,Josh Smith,29-008,F,12/13/2014,DET,@,SAC,W,1,38,9,16,0.563,9,16,0.563,0,0,,3,5,0.60,1,12,13,6,2,5,7,1,21,19.2,5,195,58.25,52.60
90,Kevin Martin,32-065,G,4/7/2015,MIN,@,SAC,L,1,44,13,31,0.419,10,20,0.500,3,11,0.27,8,11,0.73,2,3,5,8,1,0,1,3,37,26,8.5,214,58.25,56.00
243,Gordon Hayward,24-323,F,2/9/2015,UTA,@,NOP,W,1,39,10,22,0.455,7,17,0.412,3,5,0.60,9,11,0.82,1,6,7,8,2,1,4,1,32,26.2,2.5,184.5,58.25,54.40
3706,Pau Gasol,34-205,F-C,1/27/2015,CHI,@,GSW,W,1,41,7,12,0.583,7,11,0.636,0,1,0.00,4,4,1.00,6,10,16,8,0,4,3,2,18,24.2,11,213.5,58.00,54.20
82,Kyrie Irving,22-299,G,1/16/2015,CLE,@,LAC,W,1,41,12,18,0.667,7,11,0.636,5,7,0.71,8,9,0.89,1,3,4,5,3,1,4,4,37,32,8.5,206,58.00,53.30
162,Brandon Jennings,25-111,G,1/12/2015,DET,@,TOR,W,1,34,11,22,0.500,7,14,0.500,4,8,0.50,8,9,0.89,0,2,2,10,2,0,2,1,34,29.8,6,208.5,58.00,53.40
3911,Andre Drummond,21-224,C,3/22/2015,DET,@,BOS,W,1,40,8,17,0.471,8,17,0.471,0,0,,2,11,0.18,8,14,22,2,0,4,0,4,18,18.1,5.5,196.5,58.00,55.40
850,DeAndre Jordan,26-213,C,2/19/2015,LAC,,SAS,W,1,39,8,11,0.727,8,11,0.727,0,0,,10,28,0.36,5,13,18,0,3,1,0,4,26,23.8,2.5,202,58.00,55.60
5737,DeAndre Jordan,26-221,C,2/27/2015,LAC,@,MEM,W,1,41,4,6,0.667,4,6,0.667,0,0,,7,17,0.41,6,16,22,3,2,3,1,0,15,22.6,4.5,198.5,58.00,54.90
138,Tyreke Evans,25-086,G,12/14/2014,NOP,,GSW,L,1,41,13,25,0.520,11,20,0.550,2,5,0.40,6,9,0.67,3,5,8,5,2,2,5,6,34,23.6,6.5,205.5,58.00,54.10
487,Anthony Davis,22-027,F-C,4/7/2015,NOP,,GSW,W,1,40,10,21,0.476,10,19,0.526,0,2,0.00,9,12,0.75,1,9,10,2,2,4,0,1,29,26.3,4.5,206.5,58.00,56.00
594,Anthony Davis,21-320,F-C,1/25/2015,NOP,,DAL,W,1,39,8,18,0.444,8,18,0.444,0,0,,12,14,0.86,6,4,10,3,5,1,1,3,28,28.8,3.5,199,58.00,55.50
222,Russell Westbrook,26-034,G,12/16/2014,OKC,@,SAC,W,1,32,11,20,0.550,10,17,0.588,1,3,0.33,9,12,0.75,3,3,6,7,4,0,1,4,32,30.5,-7.5,206.5,58.00,56.70
2204,Russell Westbrook,26-102,G,2/22/2015,OKC,,DEN,W,1,27,8,12,0.667,6,9,0.667,2,3,0.67,3,5,0.60,1,7,8,17,0,0,2,1,21,27.3,-8.5,210,58.00,54.10
1494,Tim Duncan,38-228,F-C,12/9/2014,SAS,@,UTA,L,1,36,10,16,0.625,10,16,0.625,0,0,,3,4,0.75,4,10,14,2,3,4,2,2,23,25.6,-9,194,58.00,54.80
449,Derrick Rose,26-104,G,1/16/2015,CHI,@,BOS,W,1,33,12,20,0.600,7,12,0.583,5,8,0.63,0,0,,1,2,3,10,1,2,0,0,29,30.5,-5,201,57.75,53.60
987,Ty Lawson,27-061,G,1/3/2015,DEN,,MEM,W,1,37,10,14,0.714,7,10,0.700,3,4,0.75,2,3,0.67,0,5,5,11,2,2,2,2,25,28.6,-1.5,202.5,57.75,53.50
31,Klay Thompson,25-064,G,4/13/2015,GSW,,MEM,W,1,30,15,20,0.750,7,10,0.700,8,10,0.80,4,4,1.00,0,5,5,3,1,0,2,0,42,36.6,-8,196.5,57.75,52.50
125,James Harden,25-069,G,11/3/2014,HOU,@,PHI,W,1,38,7,18,0.389,3,10,0.300,4,8,0.50,17,18,0.94,1,8,9,5,1,1,4,2,35,28.3,-11.5,200,57.75,53.30
1027,James Harden,25-070,G,11/4/2014,HOU,@,MIA,W,1,40,6,13,0.462,3,6,0.500,3,7,0.43,10,10,1.00,2,7,9,10,1,2,5,2,25,25.4,2.5,205,57.75,51.80
12,Carmelo Anthony,30-169,F,11/14/2014,NYK,,UTA,L,1,39,16,26,0.615,15,25,0.600,1,1,1.00,13,16,0.81,2,5,7,1,1,0,2,4,46,34,-3.5,191,57.75,55.90
1788,Russell Westbrook,26-074,G,1/25/2015,OKC,@,CLE,L,1,40,7,26,0.269,4,20,0.200,3,6,0.50,5,7,0.71,4,5,9,11,2,1,2,3,22,17.3,3.5,211.5,57.75,53.30
709,DeMarcus Cousins,24-206,C,3/7/2015,SAC,@,MIA,L,1,35,10,17,0.588,10,17,0.588,0,0,,7,8,0.88,6,11,17,3,2,1,5,6,27,23.6,1,204,57.75,52.90
116,Kyrie Irving,22-282,G,12/30/2014,CLE,@,ATL,L,1,43,13,27,0.481,10,17,0.588,3,10,0.30,6,7,0.86,2,4,6,9,2,0,8,3,35,22.6,6.5,202,57.50,51.70
83,James Harden,25-152,G,1/25/2015,HOU,@,LAL,W,1,35,12,20,0.600,8,9,0.889,4,11,0.36,9,10,0.90,1,7,8,5,2,0,6,0,37,29.7,-8.5,207,57.50,52.10
1993,Dwight Howard,28-341,C-F,11/14/2014,HOU,,PHI,W,1,41,9,14,0.643,9,14,0.643,0,0,,3,12,0.25,5,11,16,0,2,7,6,4,21,17.3,-16.5,206,57.50,52.20
228,Anthony Davis,21-302,F-C,1/7/2015,NOP,@,CHO,L,1,42,15,24,0.625,15,24,0.625,0,0,,2,2,1.00,2,10,12,1,0,4,1,3,32,26.9,-4.5,191,57.50,54.90
473,Anthony Davis,21-360,F-C,3/6/2015,NOP,,BOS,L,1,42,11,21,0.524,11,21,0.524,0,0,,7,8,0.88,2,12,14,2,1,3,3,2,29,24,-7,199.5,57.50,53.80
155,Marcus Morris,25-157,F,2/6/2015,PHO,,UTA,W,0,33,11,17,0.647,6,10,0.600,5,7,0.71,7,8,0.88,1,11,12,0,2,1,3,0,34,29.8,-5.5,202,57.50,51.40
173,Eric Bledsoe,25-102,G,3/21/2015,PHO,@,HOU,W,1,37,11,18,0.611,9,15,0.600,2,3,0.67,10,11,0.91,2,6,8,4,3,1,3,2,34,31.3,7.5,207,57.50,54.60
167,LaMarcus Aldridge,29-242,F,3/18/2015,POR,@,MIA,L,1,37,15,24,0.625,14,22,0.636,1,2,0.50,3,7,0.43,1,11,12,2,1,1,1,2,34,26.9,-2.5,202,57.50,54.40
3195,Kyle Lowry,28-353,G,3/13/2015,TOR,,MIA,W,1,37,7,12,0.583,2,4,0.500,5,8,0.63,0,0,,1,7,8,8,7,1,4,3,19,24.3,-5,204,57.50,52.60
3515,Kenneth Faried,25-043,F,1/1/2015,DEN,@,CHI,L,1,36,7,14,0.500,7,14,0.500,0,0,,4,4,1.00,7,12,19,3,2,3,1,2,18,23.9,10.5,204.5,57.25,54.30
239,Stephen Curry,26-322,G,1/30/2015,GSW,@,UTA,L,1,34,10,22,0.455,5,11,0.455,5,11,0.46,7,9,0.78,1,6,7,6,3,0,2,1,32,27.1,-10,205.5,57.25,53.40
769,James Harden,25-092,G,11/26/2014,HOU,,SAC,W,1,37,10,31,0.323,8,22,0.364,2,9,0.22,4,6,0.67,3,4,7,8,2,3,1,3,26,18.3,-4.5,194,57.25,55.40
296,Blake Griffin,25-321,F,1/31/2015,LAC,@,SAS,W,1,35,12,21,0.571,12,21,0.571,0,0,,7,7,1.00,1,12,13,5,0,1,2,1,31,27.2,5,205,57.25,54.10
291,Andrew Wiggins,19-328,G-F,1/17/2015,MIN,@,DEN,W,1,40,11,17,0.647,7,12,0.583,4,5,0.80,5,6,0.83,1,8,9,4,1,3,2,1,31,29.7,11.5,210.5,57.25,53.80
149,Anthony Davis,21-307,F-C,1/12/2015,NOP,@,BOS,L,1,40,10,23,0.435,10,23,0.435,0,0,,14,15,0.93,3,6,9,4,0,3,0,5,34,28.3,-5.5,204,57.25,56.80
190,Russell Westbrook,26-101,G,2/21/2015,OKC,@,CHO,W,1,35,12,27,0.444,12,24,0.500,0,3,0.00,9,9,1.00,2,5,7,10,1,0,6,2,33,23,-4,197.5,57.25,52.40
299,DeMarcus Cousins,24-191,C,2/20/2015,SAC,,BOS,W,1,36,12,18,0.667,12,18,0.667,0,0,,7,9,0.78,3,12,15,3,2,1,9,3,31,22.7,-4,202.5,57.25,50.50
124,DeMar DeRozan,25-207,G,3/2/2015,TOR,@,PHI,W,1,38,12,24,0.500,11,21,0.524,1,3,0.33,10,10,1.00,0,9,9,5,2,0,2,1,35,28.8,-9.5,191.5,57.25,55.30
2130,John Wall,24-143,G,1/27/2015,WAS,@,LAL,W,1,36,8,12,0.667,8,12,0.667,0,0,,5,12,0.42,1,8,9,13,3,0,4,2,21,23.4,-8,192.5,57.25,53.30
2270,John Wall,24-191,G,3/16/2015,WAS,,POR,W,1,41,10,23,0.435,10,22,0.455,0,1,0.00,1,2,0.50,0,9,9,11,2,2,2,1,21,19.9,-1,198,57.25,54.30
172,Brook Lopez,26-358,C,3/25/2015,BRK,@,CHO,W,1,39,16,26,0.615,16,26,0.615,0,0,,2,2,1.00,1,9,10,0,2,3,2,2,34,26.9,3.5,197.5,57.00,54.00
1025,Stephen Curry,26-343,G,2/20/2015,GSW,,SAS,W,1,32,8,17,0.471,4,9,0.444,4,8,0.50,5,5,1.00,0,4,4,11,4,0,2,2,25,26.4,-7.5,212.5,57.00,52.30
925,Anthony Davis,22-011,F-C,3/22/2015,NOP,@,LAC,L,1,39,11,13,0.846,11,13,0.846,0,0,,4,5,0.80,3,9,12,5,2,2,2,4,26,29,9.5,200,57.00,53.90
236,Kevin Durant,26-118,F,1/25/2015,OKC,@,CLE,L,1,40,12,23,0.522,11,18,0.611,1,5,0.20,7,9,0.78,1,5,6,9,0,2,1,3,32,27.6,3.5,211.5,57.00,55.70
80,LaMarcus Aldridge,29-179,F,1/14/2015,POR,,LAC,L,1,38,14,28,0.500,14,26,0.538,0,2,0.00,9,9,1.00,4,8,12,0,1,1,1,1,37,28.5,-3.5,209,57.00,54.40
34,LeBron James,29-347,F-G,12/12/2014,CLE,@,NOP,L,1,38,17,24,0.708,15,22,0.682,2,2,1.00,5,8,0.63,0,5,5,5,0,1,2,1,41,33.1,1.5,201.5,56.75,54.50
208,Brandon Jennings,25-050,G,11/12/2014,DET,@,WAS,L,1,34,11,19,0.579,8,12,0.667,3,7,0.43,7,9,0.78,0,3,3,10,2,0,2,4,32,28.6,6,192,56.75,52.60
252,Chris Paul,29-193,G,11/15/2014,LAC,,PHO,W,1,36,10,13,0.769,5,7,0.714,5,6,0.83,7,8,0.88,0,5,5,9,2,0,3,3,32,32.1,-7,210.5,56.75,52.50
1589,Chris Paul,29-320,G,3/22/2015,LAC,,NOP,W,1,38,8,19,0.421,8,15,0.533,0,4,0.00,7,8,0.88,1,6,7,11,4,0,2,1,23,24.3,-9.5,200,56.75,53.90
840,Damian Lillard,24-207,G,2/7/2015,POR,@,DAL,L,1,42,7,19,0.368,3,9,0.333,4,10,0.40,8,9,0.89,2,5,7,7,4,2,5,5,26,21.3,2.5,207,56.75,51.90
110,Trevor Booker,27-137,F,4/11/2015,UTA,@,POR,W,1,36,12,15,0.800,8,11,0.727,4,4,1.00,8,14,0.57,4,5,9,1,2,1,0,1,36,35.2,10,183,56.75,54.30
1196,Brandon Jennings,25-120,G,1/21/2015,DET,,ORL,W,1,33,10,21,0.476,9,15,0.600,1,6,0.17,3,5,0.60,0,0,0,21,0,0,2,1,24,24.8,-8,209,56.50,53.50
1344,Stephen Curry,26-229,G,10/29/2014,GSW,@,SAC,W,1,37,7,17,0.412,5,8,0.625,2,9,0.22,8,9,0.89,1,9,10,5,6,0,4,5,24,21.4,-4.5,206,56.50,51.50
808,James Harden,25-141,G,1/14/2015,HOU,@,ORL,L,1,38,10,16,0.625,9,11,0.818,1,5,0.20,5,6,0.83,2,2,4,10,5,1,7,4,26,24.5,-9.5,200.5,56.50,50.80
1021,Chris Paul,29-279,G,2/9/2015,LAC,@,DAL,W,1,40,7,15,0.467,6,12,0.500,1,3,0.33,10,10,1.00,0,6,6,13,2,0,3,3,25,26,8,210,56.50,52.70
1325,Anthony Davis,22-014,F-C,3/25/2015,NOP,,HOU,L,1,44,9,18,0.500,9,18,0.500,0,0,,6,14,0.43,2,12,14,1,3,3,0,1,24,22.2,-1,203,56.50,54.30
1729,Anthony Davis,21-290,F-C,12/26/2014,NOP,,SAS,W,1,38,8,19,0.421,8,19,0.421,0,0,,6,6,1.00,1,11,12,3,2,5,1,1,22,22.1,-3,202.5,56.50,53.90
365,LaMarcus Aldridge,29-168,F,1/3/2015,POR,,ATL,L,1,39,14,25,0.560,14,25,0.560,0,0,,2,2,1.00,5,7,12,4,1,2,4,1,30,24.5,-6,206,56.50,52.40
1445,Jason Thompson,28-180,F,1/17/2015,SAC,,LAC,L,1,36,9,15,0.600,9,15,0.600,0,0,,5,6,0.83,7,15,22,2,0,1,1,5,23,24.2,10,208.5,56.50,53.40
317,John Wall,24-189,G,3/14/2015,WAS,,SAC,W,1,39,9,15,0.600,5,10,0.500,4,5,0.80,9,10,0.90,0,2,2,12,1,1,5,2,31,28.6,-10,207.5,56.50,50.40
2059,John Wall,24-101,G,12/16/2014,WAS,,MIN,W,1,38,9,17,0.529,7,13,0.538,2,4,0.50,1,2,0.50,0,4,4,17,2,0,3,1,21,24,-12.5,203.5,56.50,52.30
2634,Rajon Rondo,28-263,G,11/12/2014,BOS,,OKC,L,1,36,8,15,0.533,4,8,0.500,4,7,0.57,0,0,,2,7,9,12,2,0,1,2,20,24.8,-7.5,197,56.25,51.80
445,Kemba Walker,24-245,G,1/8/2015,CHO,@,TOR,W,1,41,12,25,0.480,11,20,0.550,1,5,0.20,4,4,1.00,3,4,7,8,3,0,0,1,29,27.8,12.5,197,56.25,55.40
616,Kemba Walker,24-326,G,3/30/2015,CHO,,BOS,L,1,40,9,20,0.450,7,12,0.583,2,8,0.25,8,9,0.89,1,2,3,12,2,0,0,0,28,28.9,-3,196,56.25,53.60
153,LeBron James,30-026,F-G,1/25/2015,CLE,,OKC,W,1,39,11,25,0.440,9,19,0.474,2,6,0.33,10,13,0.77,0,7,7,5,1,2,2,1,34,25.3,-3.5,211.5,56.25,53.90
3984,Tyson Chandler,32-055,C,11/26/2014,DAL,,NYK,W,1,43,7,12,0.583,7,12,0.583,0,0,,3,5,0.60,10,15,25,1,1,2,2,3,17,22,-14,201,56.25,52.50
599,Greg Monroe,24-268,F-C,2/27/2015,DET,,NYK,L,1,44,9,13,0.692,9,13,0.692,0,0,,10,15,0.67,4,9,13,2,2,2,1,2,28,29,-13,192.5,56.25,53.60
2106,Stephen Curry,26-299,G,1/7/2015,GSW,,IND,W,1,35,8,17,0.471,4,9,0.444,4,8,0.50,1,1,1.00,0,3,3,15,4,0,5,5,21,20.7,-11.5,202,56.25,50.10
698,Blake Griffin,25-297,F,1/7/2015,LAC,,LAL,W,1,31,9,13,0.692,9,13,0.692,0,0,,9,13,0.69,1,8,9,8,3,0,0,1,27,31.2,-10.5,214.5,56.25,55.80
199,Marc Gasol,30-076,C,4/15/2015,MEM,,IND,W,1,38,13,19,0.684,13,19,0.684,0,0,,7,9,0.78,5,8,13,0,2,1,1,3,33,30.5,2.5,184.5,56.25,53.60
665,Zach Randolph,33-179,F,1/11/2015,MEM,,PHO,W,1,42,11,16,0.688,11,16,0.688,0,0,,5,6,0.83,5,12,17,4,0,2,7,6,27,21.7,-3.5,209,56.25,50.40
158,Chris Bosh,30-260,F-C,12/9/2014,MIA,@,PHO,W,1,37,14,21,0.667,10,15,0.667,4,6,0.67,2,2,1.00,0,9,9,1,4,0,1,1,34,30.9,4.5,202.5,56.25,53.30
929,Chris Bosh,30-219,F-C,10/29/2014,MIA,,WAS,W,1,39,9,18,0.500,6,14,0.429,3,4,0.75,5,5,1.00,4,11,15,4,1,1,3,1,26,24.2,-5,188,56.25,51.00
452,Anthony Davis,21-328,F-C,2/2/2015,NOP,,ATL,W,1,34,12,23,0.522,12,23,0.522,0,0,,5,7,0.71,8,5,13,3,1,2,2,2,29,25.7,3,196,56.25,53.10
77,Russell Westbrook,25-351,G,10/29/2014,OKC,@,POR,L,1,33,11,26,0.423,10,24,0.417,1,2,0.50,15,16,0.94,2,1,3,6,3,0,2,3,38,29.5,9,198.5,56.25,54.60
5628,Nikola Vucevic,24-004,C,10/28/2014,ORL,@,NOP,L,1,35,7,15,0.467,7,15,0.467,0,0,,1,2,0.50,5,18,23,1,1,4,1,2,15,18.5,9,191,56.25,53.10
624,John Wall,24-067,G,11/12/2014,WAS,,DET,W,1,37,7,19,0.368,7,18,0.389,0,1,0.00,13,16,0.81,0,3,3,11,3,1,1,3,27,25.4,-6,192,56.25,54.10
1235,Marcin Gortat,30-285,C-F,11/29/2014,WAS,,NOP,W,1,41,12,20,0.600,12,20,0.600,0,0,,0,0,,2,11,13,2,2,4,1,2,24,23.9,-4,198.5,56.25,53.60
1003,LeBron James,30-024,F-G,1/23/2015,CLE,,CHO,W,1,27,9,15,0.600,7,11,0.636,2,4,0.50,5,6,0.83,1,5,6,9,4,1,2,1,25,28.5,-10,193.5,56.00,53.70
1518,Chris Paul,29-264,G,1/25/2015,LAC,@,PHO,W,1,36,7,11,0.636,4,6,0.667,3,5,0.60,6,7,0.86,0,8,8,12,2,0,4,2,23,25.7,-2.5,223,56.00,50.60
1654,Blake Griffin,25-253,F,11/24/2014,LAC,@,CHO,W,1,38,10,23,0.435,10,23,0.435,0,0,,2,3,0.67,5,11,16,9,0,0,2,3,22,19.4,-4,199,56.00,52.70
921,Jordan Clarkson,22-296,G,3/30/2015,LAL,@,PHI,W,1,44,9,15,0.600,9,13,0.692,0,2,0.00,8,10,0.80,3,3,6,11,3,0,3,3,26,27.8,5,192,56.00,52.70
43,Russell Westbrook,26-077,G,1/28/2015,OKC,@,NYK,L,1,35,13,30,0.433,11,22,0.500,2,8,0.25,12,12,1.00,0,4,4,4,2,1,4,1,40,26.5,-8,196,56.00,52.80
146,Nikola Vucevic,24-078,C,1/10/2015,ORL,@,POR,L,1,36,15,23,0.652,15,23,0.652,0,0,,4,6,0.67,8,8,16,2,0,0,5,4,34,25.9,14,195,56.00,51.20
653,LaMarcus Aldridge,29-154,F,12/20/2014,POR,@,NOP,W,1,29,12,20,0.600,12,19,0.632,0,1,0.00,3,3,1.00,2,10,12,2,3,2,1,1,27,26.6,5.5,205.5,56.00,53.40
572,Paul Millsap,29-352,F,1/28/2015,ATL,,BRK,W,1,35,5,9,0.556,2,4,0.500,3,5,0.60,15,16,0.94,5,10,15,1,1,2,3,3,28,28.7,-14,192,55.75,50.50
136,James Harden,25-106,G,12/10/2014,HOU,@,GSW,L,1,40,14,27,0.519,11,19,0.579,3,8,0.38,3,4,0.75,1,6,7,4,4,0,5,3,34,23.4,9,204.5,55.75,51.40
58,Kobe Bryant,36-073,G,11/4/2014,LAL,,PHO,L,1,44,14,37,0.378,11,30,0.367,3,7,0.43,8,12,0.67,3,6,9,1,1,1,3,0,39,20.4,6,212.5,55.75,52.30
89,Zach LaVine,20-032,G,4/11/2015,MIN,@,GSW,L,1,45,13,21,0.619,7,11,0.636,6,10,0.60,5,5,1.00,1,8,9,4,0,0,3,4,37,28.8,20,214.5,55.75,50.80
96,Kevin Durant,26-109,F,1/16/2015,OKC,,GSW,W,1,39,14,18,0.778,11,13,0.846,3,5,0.60,5,5,1.00,0,9,9,4,1,0,2,0,36,33.5,1,217,55.75,52.80
114,LaMarcus Aldridge,29-146,F,12/12/2014,POR,@,CHI,L,1,39,15,24,0.625,14,23,0.609,1,1,1.00,4,4,1.00,2,7,9,2,1,2,0,3,35,30.3,2.5,197,55.75,54.80
256,Damian Lillard,24-235,G,3/7/2015,POR,@,MIN,L,1,38,11,23,0.478,7,15,0.467,4,8,0.50,6,6,1.00,1,6,7,8,1,0,2,3,32,26.2,-5,198,55.75,52.40
3907,Rudy Gobert,22-270,F-C,3/23/2015,UTA,,MIN,L,1,41,7,11,0.636,7,11,0.636,0,0,,4,8,0.50,11,6,17,1,1,6,1,3,18,24.7,-10,182.5,55.75,52.90
4297,Derrick Favors,23-165,F,12/27/2014,UTA,,PHI,W,1,34,7,11,0.636,7,11,0.636,0,0,,3,3,1.00,2,13,15,3,3,5,4,3,17,20.8,-10,197,55.75,51.50
1686,Pau Gasol,34-153,F-C,12/6/2014,CHI,,GSW,L,1,36,10,19,0.526,10,19,0.526,0,0,,2,2,1.00,5,15,20,3,1,1,3,2,22,20.7,2.5,204,55.50,51.50
1010,Monta Ellis,29-097,G,1/31/2015,DAL,@,ORL,W,1,37,11,20,0.550,10,17,0.588,1,3,0.33,2,2,1.00,0,2,2,13,3,1,3,4,25,24.2,-7,209,55.50,51.90
2341,Andre Drummond,21-226,C,3/24/2015,DET,,TOR,W,1,33,8,21,0.381,8,21,0.381,0,0,,5,10,0.50,10,8,18,3,2,1,0,4,21,20.1,4,204.5,55.50,53.10
42,Klay Thompson,24-333,G,1/7/2015,GSW,,IND,W,1,40,14,25,0.560,8,14,0.571,6,11,0.55,6,6,1.00,0,4,4,3,1,1,2,1,40,30.7,-11.5,202,55.50,51.30
205,Stephen Curry,27-010,G,3/24/2015,GSW,@,POR,W,1,35,13,22,0.591,8,13,0.615,5,9,0.56,2,2,1.00,0,2,2,10,1,0,2,2,33,28.6,-7,204.5,55.50,50.40
196,Chris Paul,29-309,G,3/11/2015,LAC,@,OKC,W,1,37,11,19,0.579,6,11,0.545,5,8,0.63,6,7,0.86,0,4,4,9,2,0,5,3,33,27,6.5,210,55.50,50.30
480,Khris Middleton,23-220,F,3/20/2015,MIL,@,BRK,L,1,55,11,23,0.478,7,15,0.467,4,8,0.50,3,4,0.75,2,6,8,6,3,0,1,4,29,24.7,2,193,55.50,52.60
3751,Ricky Rubio,24-132,G,3/2/2015,MIN,,LAC,L,1,40,5,11,0.455,4,7,0.571,1,4,0.25,7,9,0.78,1,11,12,11,1,0,2,1,18,21.8,6.5,204.5,55.50,48.90
950,Anthony Davis,21-246,F-C,11/12/2014,NOP,,LAL,W,1,37,12,16,0.750,12,16,0.750,0,0,,1,4,0.25,1,11,12,1,1,6,3,1,25,23.9,-10.5,209,55.50,51.90
